path,size_bytes,sha256
#U200f#U200fsrc/models/baselines.py,6096,870cee90018fbba2bed20ca4f48bab4c7941572efee320cf349606b2f748fe1f
#U200f#U200fsrc/models/sparse_tsk.py,22494,b5ca88ca67a6c700a701f7d8064a19faccea890b208ba6a7611699bb83d01eb0
#U200f#U200fsrc/models/statistical_baselines.py,11202,52518839f4f736dca06d965b9247ffeaf8c59d35b3e8458ca35759f3838ae351
#U200f#U200fsrc/optimization/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
#U200f#U200fsrc/pac_bayes/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
#U200f#U200fsrc/visualization/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
05_pac_bayes_analysis.tex,10550,73ee809196e361e99f495c2fdd343fbaf01417c7e0dcc638ec6634026f1bb2a1
06_experimental_setup.tex,10824,f08a06f0dabe7c55e4e0dcd248c4a11f95c8684ed22efb36adefcbf5f75d4075
06_experimental_setup_revised.tex,10824,f08a06f0dabe7c55e4e0dcd248c4a11f95c8684ed22efb36adefcbf5f75d4075
07_results_and_discussion.tex,11518,75eb77fcca176433cb94cbccdd46216aaba36514676d6d666021dab2ca856f20
07_results_and_discussion_revised.tex,11518,75eb77fcca176433cb94cbccdd46216aaba36514676d6d666021dab2ca856f20
README.md,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
README_AR.md,1312,6b762e7cd4fd74a6f7e77be15db35f72e35197ec5b3db0ade2e2eaa4d8ae3b1d
README_ARIMA_SARIMA_BASELINES.md,5486,a83874d70b30bc6e93a121590e1f08b374f337dc8c450e64d41b77f0c7f63e10
README_AUTHORIZATION_CONFIG_FIX.md,1459,ba9dd4a859b1bac1623ab30d84142d2efb26641ee27d06cf364af2fc7a914b3b
README_CONFIRMATORY_PROTOCOL_RUNNER_V2.md,3856,6c98dfbe0e38155f76638bed71aab4f5af2bdbe6a839cd1994d8b1ab99fce026
README_CONFIRMATORY_RUNNER_V1.md,5104,cfec5bf54ad0b241a42315b70f53d7d7058ca2dee4deae9dd3934e3e588f07da
README_FREEZE_AND_PAC_BAYES.md,5080,8e98b91eccbb74ae4fd2f381e79c88fc2d7cc863eb3f975a6d8bf4c6bfe300fc
README_GARCH_RADIUS_EXTENSION.md,5016,df6b2c5763a9cdeaf454d4daa5bdcd47010a7768df48c27189be81b1f0293c9c
README_GARCH_RADIUS_EXTENSION_5.md,4936,f6b1bb640dce104aeef29db24279889fef2517c262c2de7165733302e20ee22d
README_LAGGED_DATA.md,2864,048c09b505d6afb7bf3f9819811c6e864a5e5278e493026b9a965c6c42d24305
README_LINEAR_BASELINES.md,3427,07abe8704cf4f3c36daacaf5b3dcf91cbaf7ca896b992f1e6bb3fd2ceafed5bb
README_PREPROCESSING.md,2600,25f36c8d3e68ad2279ca0b9d50095f6f51e58c47d91a233d6e421d2dc08a2944
README_PYTHON310_SYNTAX_FIX.md,1104,b2638e55238ef1c650aefe60dd0d81de1bd7df6aa6cb75060f00efda9453fb8c
README_REAL_DATA.md,4192,cd61bcb2470f072bc5a2cac6ae873d66c9ef94a09daf3477fa64921c220f5282
README_REAL_LAGGED_DATA.md,3314,751256a1b568db5e601e387647dbd736d8463edfa7bd5943d159c0c2a8fee5e9
README_SECTIONS_6_7.md,2046,8607bb1e646a86ba19aa2149d57bd844d901730702e6407150d01c586fb93c49
README_SPARSE_TSK_ALL_210_RESELECTION.md,4788,0ef59a6e90919ee6e1d42d748258aef03282a31b9142bb8170d8da1211ea65af
README_SPARSE_TSK_BASELINE.md,5364,c85be8451417750d4c1fda463a4c00910a73ca4d2b7612d4bdc159fcd0de6c09
README_SPARSE_TSK_SENSITIVITY.md,5098,5a13719777862522a28fd760a6543d7526ada5503e834a2d4c5c422b106f46c6
README_SPARSE_TSK_TIE_BREAK_FIX.md,3445,e1144bd1227db2db27886c83bfb58d5b30973f781f544891431591b8bb447f74
README_SYNTHETIC_DATA.txt,826,4d8c0b76379981367c5be18ce76d7a4302e48f1f4b2dd85f36bfa8c3d6d70b05
README_SYNTHETIC_SCHEMA_FIX.md,1075,f31fb68b21b4067a7d184d218a118f9a3af6be6e883d56674bf06796356384e2
README_TEMPORAL_DEPENDENCE_PAC_BAYES_V2.md,5620,fa7fd5d990ea30569aa16c2c0d8057fa895ac3348cff66661a3272703bf9f115
README_TEMPORAL_V2_AUDIT_FREEZE_CONFIRMATORY.md,5227,f493762a3b56ff478907d8a04b07c0ce609b20271652e96ff0b43754bb119c95
README_TOURISM_FINE_RADIUS_AND_MERGE.md,6335,fc271d7022283f9cb42247b2bc1d0ce98e4be192a75fe4804984f35b290bfea5
README_TOURISM_R2_5_MERGE_FIX.md,1284,9879626511926283285be7982bd0201906ecaf09c110ec3895a621decaa02291
README_TOURISM_RADIUS_EXTENSION_2_5.md,6775,4a51e733e9dbb829914e164311bd29e067837744df725192722a2cb980f2c619
REVISION_REPORT_AR.md,3617,811086eb9c5d0bead18c55be67bf533bb513211dd63b8fe8092de442db51cb79
agents.py,39252,20e1038ab72f23836295b986d1497f666fe065d928f33184d490f98ddcfd84aa
appendix_proofs.tex,6628,20e3acaa84cdb0f34f8544255666c60193e328d0f5016d77f0d8dbcd80578b2a
configs/arima_sarima_baselines.yaml,2502,86eb16a481b256cfc5a6017908c0a8f938562bc3fda2e5b5396d5a4491903b55
configs/beta_mixing_envelope_profiles.csv,381,0f4001f19d1b6147055413a2f6d86020344352ca73007cf8bb2439a0146b8cd6
configs/cif_real_series_ids.txt,184,aa4937e10161ceca73a6dce2ec451caa36d67949e92be580a3d052e99c6f956c
configs/confirmatory_arima_sarima.yaml,2440,f0033132803679350c45e9299cce40c3ad3542ced0d334d9fd79612d0e1ac3ea
configs/confirmatory_evaluation_plan.yaml,2454,c9e5a4b05672cb56a072cd2dc3ec38bbb1b448a938bf521946c26ff67eccfe37
configs/confirmatory_linear_baselines.yaml,1187,9f62f64b0bedba9131b23733a2d1625c48c07b4e1cdec595997dea2e1aac07c3
configs/confirmatory_protocol_v2.yaml,817,bed6b128b511a85f2fade28d625ff479ae9973ac78ee32a10c8ce13765ecec59
configs/confirmatory_real_lagged.yaml,721,d1ec3cdb09c88c357a54f49ceed6c5dde05d1e29fb25f10bbb6913747d60f1e8
configs/confirmatory_real_materialization.yaml,356,69c32807ca6e28bd354df96e12a6589b13231b7c01c16edea70c5dbd7e4a69a2
configs/confirmatory_runner_v1.yaml,5135,3e2b7220d1d6682304231947471c30ec1877432cf1bc42e2c4a101f5d1000061
configs/confirmatory_runner_v2.yaml,5672,8776501f80140d38b9b1d21f800efe903d3c068e0c4a609985a7203728302fe0
configs/confirmatory_sparse_tsk.yaml,2422,20245eea5420f4cc2efc7b50dd245b0a8e9ecc5f57e4b3079eff84d6103d29f3
configs/confirmatory_sparse_tsk_lock.yaml,147,6daba6852797f8b165fedbff23d0604b17bc0e7d69cb6e26b30f3ea7d2df23ff
configs/confirmatory_synthetic_data.yaml,1326,20e8aa0208d261bb44a735a11a639c945a40ea9dabfb286cd482de7c0ff5d6e5
configs/confirmatory_synthetic_lagged.yaml,565,af2be1c3daf5532b56a69ddfe824829db4bcb9f39e87d5e19ece9c331b5f04c2
configs/confirmatory_synthetic_preprocessing.yaml,815,d55dcf3f81190287199e9f06eb7fac774f89ae6857a160bd1538401a5b7d4acf
configs/confirmatory_temporal_pac_bayes_v2.yaml,5113,42a15ec158b05cc5e35b8a1f528004da1984830c393c7dc0999c2e2f2d57ab7b
configs/confirmatory_v2_arima_sarima.yaml,2446,9f986c8b21719e69495a09c89b4ab20880d540d67e9d931e66a3e558bdc679ec
configs/confirmatory_v2_linear_baselines.yaml,1193,376bf8f7cfd22e429d29758e900867b045ab49cad9c79369b2ee069e0cc0b503
configs/confirmatory_v2_real_lagged.yaml,736,d31c6fde580f64b0c6234906c4abbe76f8456e2ce91b034acd3b37e7a40ec349
configs/confirmatory_v2_real_materialization.yaml,479,e1fffd568bbc8445151310da619c14a47e646f14df814d41b1d541022021c3bc
configs/confirmatory_v2_sparse_tsk.yaml,2428,f0f2fef2516ec149dfed4c10a97057c2cf0588d8e2b4bfc5260657cbb5798efb
configs/confirmatory_v2_sparse_tsk_lock.yaml,147,b2b7287a4c66b618c9e0abc586bb8f7f7fa5500e7fb346ee4d77a4023306bfc5
configs/confirmatory_v2_synthetic_data.yaml,1345,404e50e94def71b66e8c29b8737b8f50fae3b602a35fd8846ac831136a197fd2
configs/confirmatory_v2_synthetic_lagged.yaml,577,8cecba5a99c0d88b80dde4cabfb4cc47e596b5a1d5a4dac6eeeb75c2811a4b43
configs/confirmatory_v2_synthetic_preprocessing.yaml,827,4b98de66fa013cac1f6cf4d8660cd76bdabc13956509b8616987cb09ac6cac91
configs/confirmatory_v2_temporal_pac_bayes.yaml,5119,37a4a6cccee14cbe68693e9536d672991ec3a1f22e69f08803d671f0978d26e0
configs/freeze_sparse_tsk_development.yaml,911,4aeab32f460393395353c05aa1774170e42eb1d02fd045fa64be9f4ec0951b07
configs/garch_radius_extension.yaml,2619,1a970c0ea4bcb88352b3f5ec92811856c5749a730667eb548fb8f0aa171c4fdc
configs/garch_radius_extension_5.yaml,2681,696cd06c7186677837a3e83e55f6c108733ec43eff50672f115ad9bf7c5b6f03
configs/garch_tie_break_reselection.yaml,1527,81bbf108aa34a6690180a55d09f444d5071700d9a4f741be56d7c6498f93341b
configs/lagged_data.yaml,683,2f78865291cb65828d24c3e91be7479a6eb5e00c2d750c28b530254521e5d934
configs/linear_baselines.yaml,1105,2af93bc084a2fd9380c65b7c494071480234a4c6a816b4b2b7e2de45ceb613ea
configs/pac_bayes_frozen_sparse_tsk.yaml,1938,f525f24523fe88e58b5e7cb3de42f8e6bbf9887ea9145bfb312fbbb8d8a34e35
configs/pac_bayes_temporal_dependence_v2.yaml,5179,1597f26d2706b48949cc736ed5f3b51733511e5a79bf44148d352cb0ed5f3568
configs/preprocessing.yaml,710,e906d5caa5574bf6956cfe65b599711477a035b76d36e3164fe229e4c52bcaa9
configs/real_data.yaml,3511,8aa93ea304b1cc828bf2dcaee6b78a8d7946b1650acbe4ff4c15300ed3028a89
configs/real_lagged_data.yaml,768,de8b9a23606817340cb1419fab76b4ab3e9a808cee9808fff230cdffb166160a
configs/sparse_tsk_all_reselection.yaml,2228,3db95cfee22bd8b113cdb058943baa7323a2e939040bc7af7de62160b2868771
configs/sparse_tsk_baseline.yaml,1626,b80c6947656bf320219cc2a5f30f92d7fadcb4349e6a35e645c97a9ba33327c4
configs/sparse_tsk_sensitivity.yaml,1908,19c5ef2f2de79842807f0af549a60ed72d912d15ecf24dfeffa28f6be082f4ca
configs/synthetic_data.yaml,1357,373e9cb4b59cd3e90c3646d48e9c3021976122c926cffbbd9333ed40864a9651
configs/temporal_pac_bayes_v2_audit_freeze.yaml,1473,bf069b7afad45b3ec4628a4fa14a0e5097c3e90938cb5940402f5cf88d0def2d
configs/tourism_fine_radius.yaml,3578,0b9977eaea21ba8e077a1d3ee749dee5aa37415acc8e17ea01a30d705e91449d
configs/tourism_radius_extension_2_5.yaml,3740,9c0311dec599273ee4a5d4d3415d259f3adb5db71908bf7b692fb195c324dd8f
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1000.csv,103803,c5edd7109544ff682d8133c34b02520ea6a11280218274bd5a29542186cbe722
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1001.csv,103832,1c3a3a4350260b62e1cac7b34444cd677d082ed921e6b13afa178e8696a0a594
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1002.csv,103857,2c7da881093fc012b4ea1c35f7a65846ba7748b1530f4e0b968d5febc01fd4ba
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1003.csv,103801,6b927a9b25c64e554a2a13b2934adc8bd7a1057f8427cc799a56cc39cbf18881
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1004.csv,103797,84cfd79379fa718df323f25f9c23cae651b87aa4bbeb7b1cf8aa4348c5dfb8c9
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1005.csv,103776,526af205c0badaa1be7a302935b48096ade6a3855d2e69ca16dc8d3524a85ef2
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1006.csv,103906,d81568cca21ceae2e253997a26b72ecad011895e7d7c7d505d58d0705e61b459
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1007.csv,103800,020f8ccce96667d4c2a21a67ad7cae7e8a5d64f5ae4ddcfe2e0b3e6bae3f3672
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1008.csv,103909,3bd819e42a38bb7b6455abbcfc7344c04857fb75ff2f1a7ad44f388af8f67482
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1009.csv,103798,929c86f8c72df851d4866612ba2dbfc55fe1589b12168bbcc1f428a4ae1d0ec3
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1010.csv,103781,a7d4ce40895561c38676332dc18fbc0aad268f669e7b2d83d13ec209a812f279
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1011.csv,103794,388cf5459f047bbf1e54dc8a1bda965875ad6b142c7925fabe1058954f3405f0
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1012.csv,103858,4999c6f99aac567c04d4a3f75e1d40c56baaf0e889ecb6369c270fca93f2882f
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1013.csv,103799,6c4abd19c5602926202dcd46ac5c80be66dec912474416a59bc289378812213e
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1014.csv,103765,56a2dea0996fa3f5ebe4f4a54effb2ac174dfa2d1b83d0020a2c68e78f396f57
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1015.csv,103837,b3228b1d0c0ee5a2c08079b340c76cd4301a7eefdd47e2c7cb0d9ad699c66824
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1016.csv,103786,92f1ea2869bd88fbb265028413493def5f693c52573b3556aa079d5eacc3c7bb
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1017.csv,103834,85573e12ca3dfc87afd61e9045bdd1dfa7fdc98d4e881095bb42043d52972b70
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1018.csv,103830,97ee19982628b16b7384ea0508f63c37b303b6998641d0a5ed7f13cc030d8da1
data/confirmatory/raw/synthetic/ar/ar_confirmatory_seed_1019.csv,103784,b60916ffe50b83bb4607c8c5cec8f9afea7181d9d907f9f387cc121fec7854ad
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1000.csv,109535,8d401b060075e77c5318a6a01e121cd481fffcca5475830bd516775491065388
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1001.csv,109413,4502eae8904af4f87c02c637480dd656c6848aad71172dbbf4465fcaa5439095
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1002.csv,109454,4695dd0f813434ba1fd81e8eb66013c2743e2ffaf5813ed3e56cb5f09941a56b
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1003.csv,109532,b5fc0edb056591e9edfeee81d68743a3d0fb601b4e9d4413cb132ec7dacd6ae0
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1004.csv,109384,bd462d94295f99e2f32997b728d668ae48ddd6a4e473b77920948c807551b666
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1005.csv,109391,573d83ef432501f3949b40dfcd9027ba7bad03af43e2f43415656d6dc351e3da
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1006.csv,109463,b9ac7e798fb4b2da9622f0bf2496212b29e424c238c5a656908ba8670b0cf210
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1007.csv,109381,62b54bf8e1e0dfcbf70bfec7146bf35b399c85679538301f6423e5f54e0ae7f2
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1008.csv,109466,eec8d943d00c83af82a3ee412186a211c05e7cc0fa760e8bc0bb08c24e8d18c8
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1009.csv,109412,dd40741b27f627dfbc9fefb668bb2eab58616681c9c9ee2c5bf373d69358788d
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1010.csv,109415,960e7b36c857a0a2d79315f49311696f44ecbc848f7487883d7707f356f71a71
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1011.csv,109512,f8d6baa8d7227a5bccdd059557171acfd46c9077567f943a72a94d74ad973304
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1012.csv,109438,e836d5998e8464365c2d5a46e919efd836bd937110a6f513d1b0d7c7e0dd8af5
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1013.csv,109374,86834458f9fe7c8333c48b3ef652e5ad3d70d41999cb41929208e9f585ca7438
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1014.csv,109478,db86eabb3872cb6ac6db5c24aa536dee19d6c1cbf5efe6c603652760439ebe14
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1015.csv,109261,30492aa6c0e466668bf02a646636131a1f8fa9c78e176aef8d5f47ff734c2742
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1016.csv,109410,8cabd69b625868b84d23ced8510aaff6fdb5031464caebbad4f5e976b08f6900
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1017.csv,109447,1f155f5fb7c448d51846a620ff9a4f7686680ce34fd86a438de0a68b70443998
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1018.csv,109510,9a19a89b02fb35d54b3b68a6d4d07df8f7551d25040d08291309c13f8160905e
data/confirmatory/raw/synthetic/garch/garch_confirmatory_seed_1019.csv,109420,292f38a37275d842201b051267828b26810fa2e50b0944ea0880a9c858edf379
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1000.csv,121786,d04edf12dd3b6114764f8f028879aa861393c7d945505013c500d78a3e6c07c1
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1001.csv,121835,c479eec4836dbc29ca84765001bd1cc509a0a4b60a249ac9e654539ccc8b1291
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1002.csv,121807,4164a19a34078c33439d80847e8c771f4889eb3ba126a5c6c17999fc29bb767c
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1003.csv,121804,c2513848f44c254edaa3ceec4e7539104df749794a37183c51c50d09141b964c
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1004.csv,121821,1b10fa67e4438f843d12f6bfe65de548f8206eff6b64f2d3bd2a7cd72ce35e51
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1005.csv,121811,e3bfd8b700415e4e879e184666d8e6d489dcd7887c9a6b322f687f07c9486c57
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1006.csv,121805,6c9aa4fc7c2ed47828097c43d666a20506f8cd810b2d23758f49756c5b6c215b
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1007.csv,121804,7dd40f99804176a4e549a80350afc0189f79979220b6895d39c6c35fb6aefd2f
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1008.csv,121831,9d04b9ae1fe5df559d7ea7b5cb2a9127a04139d283bdffcfb7d23dd8cdddb799
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1009.csv,121816,2184d15d975204a9c40a12a9c790577e9a3c412c4ce45a98d992dfb14e956168
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1010.csv,121800,9070b013c7730a626e9da35019644f2ae5627635fe6543cfdf86521ea87e1e97
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1011.csv,121827,7b8fb3e6c1db792c20b24a24126a6489be83b130c4b7c123157b0d9da4f68f32
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1012.csv,121803,5086af26333a53f52ff7ed86e93315a0f38c7ad2f0389f426f40ce6d223737ef
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1013.csv,121783,ad02b2c326ef118008ce84a033057f30e8b9037531d59e958f657cc683642d4f
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1014.csv,121830,006bb393977a33413ee18440e12351343c45bda4fba2d29bf027e444a8c9ec5a
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1015.csv,121780,5ea9af40d297b8a4000785ee764a064df5b0efe39c308d014b322cbac5cec4e0
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1016.csv,121783,6fd66caa5aa8dc666a9e39b4fbdcb96531ab500ad2fec34d77a2c4409a26a245
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1017.csv,121814,f156587d51376cf25ed85e5150d34a911aa78bc9104466b14bccad1c556c19f3
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1018.csv,121822,c6a2fc747421baab25941563a5604e7590fb8ff538bd6a6d635c36fa1270c626
data/confirmatory/raw/synthetic/mackey_glass/mackey_glass_confirmatory_seed_1019.csv,121805,457d3519f70f12c53e8a9d0e26d1b54c64a21f82b2ce3f2ad131cc130f34e9da
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1000.csv,108692,3cb324d8b87d1d489b9643aaa5e0c8a4df8dd12208d63b590773971550f55f3f
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1001.csv,108718,47ea984cbf84cc17b2311fdca8033bed8ac8751d8bede79f9868b19167c92635
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1002.csv,108708,d6c7cbf16e53028dae5735e68983b8aff5f9ced2410be77e680359a009ec3cf7
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1003.csv,108689,21e1575b42549cf4b565003602fb0c0e3fbabe1b8d39f53538edfa003f9c6830
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1004.csv,108684,29f94628bcfa78565cb7fac4698a0c6e773856084b0cc0336c5d8dc317e2498d
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1005.csv,108705,7c5105d9a40222426a945caa3fccf2c3ed0999fcfde1c22921cedcd82ede973a
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1006.csv,108697,1120c79f84c86f350926e6a584065bdaf08f5ab108fba701d3af2c75e2de8d5f
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1007.csv,108720,238bb2f5761535b48e46c8a5c44bbe0240acc3ea1cdc8f232089b5cd403bdcc5
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1008.csv,108714,a7c8b7208bc6fb5823e99db3ea5fb6937e36b7e07de9bdfded98cdd44d22316f
data/confirmatory/raw/synthetic/narma/narma_confirmatory_seed_1009.csv,108698,f25df7c4a08d34bb7f3d9f474b453e1121506e3b5ed7f85f65fbfc79b98e0f66
