dataset,series,family,candidate,status,error,converged,warnings,aic,bic,validation_rmse,validation_mae,validation_weighted_cost,runtime_seconds,spec_json
pjm,comed,SARIMA,sarima_100_011,ok,,True,,24690.678825699622,24706.714920220875,737.691734855254,487.2414815935994,731.9625867367275,1.2654012849998253,"{""name"": ""sarima_100_011"", ""order"": [1, 0, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,comed,SARIMA,sarima_011_011,ok,,True,,24694.60677521012,24710.63899376184,739.965035431193,476.7592186233464,714.1468641922619,1.4308813929997086,"{""name"": ""sarima_011_011"", ""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1]}"
pjm,comed,SARIMA,sarima_110_011,ok,,True,,24726.15775197949,24742.19190914194,746.2606871149169,483.0130451983693,723.9530311049791,1.5734945630001675,"{""name"": ""sarima_110_011"", ""order"": [1, 1, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,comed,SARIMA,sarima_101_011,ok,,True,,24601.19705857889,24622.57593479549,713.4048429598951,470.8065256085426,705.8206851469693,1.2029439289999573,"{""name"": ""sarima_101_011"", ""order"": [1, 0, 1], ""seasonal_order"": [0, 1, 1]}"
pjm,comed,SARIMA,sarima_200_100,ok,,True,,25313.059740316115,25339.80589443918,835.1496560252957,612.807849012252,904.8440674174536,0.4551477550003255,"{""name"": ""sarima_200_100"", ""order"": [2, 0, 0], ""seasonal_order"": [1, 0, 0]}"
pjm,comed,ETS,ets_level,ok,,True,,26031.47345859722,26047.538464360536,1021.1943925081548,740.089422304017,1108.3547883430458,0.058624767999845,"{""damped_trend"": false, ""name"": ""ets_level"", ""seasonal"": false, ""trend"": false}"
pjm,comed,ETS,ets_holt,ok,,True,,26035.622129333657,26062.397138939185,1021.2377141511336,740.109307589743,1108.2061969223407,0.3849630890003936,"{""damped_trend"": false, ""name"": ""ets_holt"", ""seasonal"": false, ""trend"": true}"
pjm,comed,ETS,ets_damped_holt,ok,,True,,26037.85477209601,26069.98478362264,1021.2068519143154,740.0721848352733,1108.3288900668508,0.1125933010002881,"{""damped_trend"": true, ""name"": ""ets_damped_holt"", ""seasonal"": false, ""trend"": true}"
pjm,comed,ETS,ets_seasonal,ok,,True,,24972.668019223267,25026.21803843432,753.6996174817303,495.0944130819067,742.5855957097234,1.5283977479998612,"{""damped_trend"": false, ""name"": ""ets_seasonal"", ""seasonal"": true, ""trend"": false}"
pjm,comed,ETS,ets_holt_winters,ok,,True,,24976.65021616336,25040.910239216624,754.0415938734282,495.79756002582985,743.5463836507387,2.3940808690003905,"{""damped_trend"": false, ""name"": ""ets_holt_winters"", ""seasonal"": true, ""trend"": true}"
pjm,dayton,SARIMA,sarima_100_011,ok,,True,,19177.73693077135,19193.7730252926,123.5488434802017,90.98026811073962,137.75871799253932,1.0231802209996204,"{""name"": ""sarima_100_011"", ""order"": [1, 0, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,dayton,SARIMA,sarima_011_011,ok,,True,,19201.180047974885,19217.212266526603,125.19689551144316,87.53449351719668,131.22282100171907,1.318555232000108,"{""name"": ""sarima_011_011"", ""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1]}"
pjm,dayton,SARIMA,sarima_110_011,ok,,True,,19236.84025546992,19252.87441263237,125.85397004481916,88.82455080569096,133.19452132699303,1.1242694170000505,"{""name"": ""sarima_110_011"", ""order"": [1, 1, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,dayton,SARIMA,sarima_101_011,ok,,True,,19074.59882791809,19095.97770413469,120.32807772359706,86.95322804386385,131.9564742114307,0.947352273999968,"{""name"": ""sarima_101_011"", ""order"": [1, 0, 1], ""seasonal_order"": [0, 1, 1]}"
pjm,dayton,SARIMA,sarima_200_100,ok,,True,,19933.00955444705,19959.75570857012,155.05633831786034,121.3666992864297,182.12270914135107,0.8213466140000492,"{""name"": ""sarima_200_100"", ""order"": [2, 0, 0], ""seasonal_order"": [1, 0, 0]}"
pjm,dayton,ETS,ets_level,ok,,True,,20814.967694798048,20831.032700561365,191.34606927744,142.52970633459742,213.37397974687505,0.0345762770002693,"{""damped_trend"": false, ""name"": ""ets_level"", ""seasonal"": false, ""trend"": false}"
pjm,dayton,ETS,ets_holt,ok,,True,,20819.133312973023,20845.908322578554,191.35649040632435,142.53771837155938,213.3224939226993,0.2711686520001422,"{""damped_trend"": false, ""name"": ""ets_holt"", ""seasonal"": false, ""trend"": true}"
pjm,dayton,ETS,ets_damped_holt,ok,,True,,20821.758989296475,20853.889000823103,191.35083510372303,142.53015731350646,213.37468141234905,0.2910903410001992,"{""damped_trend"": true, ""name"": ""ets_damped_holt"", ""seasonal"": false, ""trend"": true}"
pjm,dayton,ETS,ets_seasonal,ok,,True,,19442.657847103117,19496.20786631417,127.17414550803954,90.5481802376682,135.7968924173969,1.4893473189999895,"{""damped_trend"": false, ""name"": ""ets_seasonal"", ""seasonal"": true, ""trend"": false}"
pjm,dayton,ETS,ets_holt_winters,ok,,True,,19446.84251957053,19511.102542623797,127.13784138516102,90.50718260586277,135.77948110117157,2.2241534139998294,"{""damped_trend"": false, ""name"": ""ets_holt_winters"", ""seasonal"": true, ""trend"": true}"
pjm,pjme,SARIMA,sarima_100_011,ok,,True,,27932.025157895667,27948.06125241692,1995.8889305790424,1434.9097369720037,2157.159615235039,0.9581414170002064,"{""name"": ""sarima_100_011"", ""order"": [1, 0, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,pjme,SARIMA,sarima_011_011,ok,,True,,27861.51304047966,27877.545259031376,1907.3574234841417,1347.498146342546,2022.721519434908,1.3282450229999083,"{""name"": ""sarima_011_011"", ""order"": [0, 1, 1], ""seasonal_order"": [0, 1, 1]}"
pjm,pjme,SARIMA,sarima_110_011,ok,,True,,27896.24044980172,27912.27460696417,1949.1536545561548,1386.5268362607328,2080.6219358776284,0.809596393999982,"{""name"": ""sarima_110_011"", ""order"": [1, 1, 0], ""seasonal_order"": [0, 1, 1]}"
pjm,pjme,SARIMA,sarima_101_011,ok,,True,,27763.185768782954,27784.564644999555,1892.017030071938,1367.322613223422,2056.7409778964384,0.9600031879999732,"{""name"": ""sarima_101_011"", ""order"": [1, 0, 1], ""seasonal_order"": [0, 1, 1]}"
