timestamp,zone_1,zone_2,zone_3
2017-01-03 06:00:00,24154.9367075000,15946.2006075000,13803.8554216667
2017-01-03 08:00:00,26749.8734175000,17816.1094233333,12956.1445775000
2017-01-03 10:00:00,32128.1012666667,20829.4832825000,15295.4216875000
2017-01-03 12:00:00,33811.1392400000,21657.7507600000,16675.1807225000
2017-01-03 14:00:00,32351.8987341667,21505.1671725000,16506.0240966667
2017-01-03 16:00:00,34959.4936708333,22928.5714300000,19379.7590358333
2017-01-03 18:00:00,42657.7215183333,27189.3617025000,25721.4457825000
2017-01-03 20:00:00,41219.7468350000,26693.0091183333,25630.3614466667
2017-01-03 22:00:00,33222.7848108333,22128.5714291667,21575.9036141667
2017-01-04 00:00:00,24759.4936725000,16351.0638308333,16342.1686725000
2017-01-04 02:00:00,21668.3544283333,13654.1033441667,14160.9638558333
2017-01-04 04:00:00,20795.4430383333,13620.6686933333,14001.4457833333
2017-01-04 06:00:00,24282.5316458333,15675.6838916667,13972.5301200000
2017-01-04 08:00:00,26775.1898733333,17828.8753791667,12926.2650591667
2017-01-04 10:00:00,31477.9746841667,21516.4133733333,15752.7710833333
2017-01-04 12:00:00,33737.7215183333,21948.3282666667,16734.9397591667
2017-01-04 14:00:00,32421.2658233333,21578.7234033333,16400.0000008333
2017-01-04 16:00:00,34362.5316458333,22726.1398183333,18951.8072283333
2017-01-04 18:00:00,43015.6962025000,27364.4376891667,25645.3012041667
2017-01-04 20:00:00,41304.8101258333,26697.2644375000,25552.2891575000
2017-01-04 22:00:00,33676.9620250000,22263.2218850000,21643.8554200000
2017-01-05 00:00:00,24435.9493666667,16478.1155016667,16353.7349408333
2017-01-05 02:00:00,21289.6202533333,13658.0547108333,14188.4337358333
2017-01-05 04:00:00,21242.0253183333,13768.0851075000,14035.6626508333
2017-01-05 06:00:00,24151.8987366667,15705.1671733333,13918.5542158333
2017-01-05 08:00:00,26871.3924058333,17814.8936191667,12803.8554216667
2017-01-05 10:00:00,31641.5189883333,20731.6109425000,15457.3493975000
2017-01-05 12:00:00,33480.5063300000,21745.8966575000,16799.5180716667
2017-01-05 14:00:00,32344.3037966667,21548.9361708333,16601.9277100000
2017-01-05 16:00:00,34555.4430366667,22813.6778125000,18887.7108450000
2017-01-05 18:00:00,43484.0506333333,27231.3069908333,25675.1807225000
2017-01-05 20:00:00,41757.9746841667,26469.9088158333,25355.1807241667
2017-01-05 22:00:00,34380.2531641667,22441.6413375000,21893.0120483333
2017-01-06 00:00:00,25570.6329116667,16737.9939200000,16383.6144575000
2017-01-06 02:00:00,22076.4556966667,14209.4224916667,14302.6506025000
2017-01-06 04:00:00,21720.5063283333,14183.2826750000,14166.2650600000
2017-01-06 06:00:00,23743.7974691667,15976.5957450000,13751.8072283333
2017-01-06 08:00:00,26574.1772158333,17813.6778108333,12748.4337350000
2017-01-06 10:00:00,32313.9240508333,21286.9300908333,15402.4096391667
2017-01-06 12:00:00,32432.4050633333,21734.0425533333,16631.8072300000
2017-01-06 14:00:00,31865.8227841667,21574.7720375000,16095.4216858333
2017-01-06 16:00:00,34550.3797483333,22724.3161091667,18521.9277100000
2017-01-06 18:00:00,42586.3291133333,26976.8996941667,25100.2409633333
2017-01-06 20:00:00,41036.9620250000,26208.5106366667,25153.2530133333
2017-01-06 22:00:00,34075.4430383333,22250.7598791667,21515.1807241667
2017-01-07 00:00:00,25577.7215191667,16702.4316100000,16456.8674708333
2017-01-07 02:00:00,22218.7341775000,14125.5319133333,14415.9036141667
2017-01-07 04:00:00,21818.2278483333,14064.1337383333,14390.8433733333
2017-01-07 06:00:00,23403.5443033333,14648.6322175000,13932.5301183333
2017-01-07 08:00:00,27156.4556958333,15910.9422491667,12693.4939758333
2017-01-07 10:00:00,33117.9746833333,20337.6899691667,15970.1204816667
2017-01-07 12:00:00,33759.9999983333,21355.3191475000,17291.5662650000
2017-01-07 14:00:00,31947.8481008333,20255.0151966667,17426.0240950000
2017-01-07 16:00:00,33422.7848100000,21407.2948333333,19888.6746983333
2017-01-07 18:00:00,41215.1898725000,25896.3525850000,25844.3373500000
2017-01-07 20:00:00,39938.2278483333,24835.8662608333,25295.9036150000
2017-01-07 22:00:00,33775.6962025000,21489.9696058333,22225.0602400000
2017-01-08 00:00:00,25137.2151900000,16456.8389058333,16964.8192775000
2017-01-08 02:00:00,21324.5569633333,13656.5349541667,14760.9638558333
2017-01-08 04:00:00,20846.5822783333,13038.6018241667,14386.0240958333
2017-01-08 06:00:00,21191.8987350000,12822.7963533333,13322.4096383333
2017-01-08 08:00:00,23156.9620258333,12781.4589650000,12223.6144575000
2017-01-08 10:00:00,31033.4177208333,15627.6595758333,15944.0963866667
2017-01-08 12:00:00,33095.6962016667,17099.0881458333,17613.4939750000
2017-01-08 14:00:00,31878.9873425000,16753.4954391667,17309.3975891667
2017-01-08 16:00:00,32679.4936700000,18971.4285733333,19479.0361425000
2017-01-08 18:00:00,41107.3417725000,24362.3100291667,25499.7590358333
2017-01-08 20:00:00,40342.7848091667,24445.2887525000,25020.2409650000
2017-01-08 22:00:00,32924.0506341667,20637.9939208333,21203.3734950000
2017-01-09 00:00:00,24257.2151891667,15197.8723400000,16182.6506025000
2017-01-09 02:00:00,21205.0632908333,12772.9483283333,14171.5662641667
2017-01-09 04:00:00,20118.4810125000,12847.7203650000,13957.5903600000
2017-01-09 06:00:00,23022.2784816667,14920.9726458333,13930.1204816667
2017-01-09 08:00:00,26487.0886083333,16528.8753800000,12680.9638558333
2017-01-09 10:00:00,32384.3037975000,19927.3556225000,15167.7108450000
2017-01-09 12:00:00,33950.3797475000,20961.3981750000,16494.9397583333
2017-01-09 14:00:00,32376.2025316667,20928.2674783333,16493.0120483333
2017-01-09 16:00:00,34158.4810125000,21794.5288750000,18744.0963850000
2017-01-09 18:00:00,43109.8734166667,26505.1671725000,25442.8915675000
2017-01-09 20:00:00,41430.3797466667,25673.5562308333,24967.2289158333
2017-01-09 22:00:00,33983.2911400000,21172.9483283333,20780.7228916667
2017-01-10 00:00:00,25461.2658216667,15610.3343450000,15819.2771083333
2017-01-10 02:00:00,22370.6329108333,13305.7750750000,13832.7710850000
2017-01-10 04:00:00,22113.9240500000,13415.5015200000,13778.3132533333
2017-01-10 06:00:00,24821.2658216667,15253.4954408333,13620.2409641667
2017-01-10 08:00:00,27666.8354416667,16991.7933125000,12637.5903600000
2017-01-10 10:00:00,33362.0253141667,20163.5258358333,15649.1566275000
2017-01-10 12:00:00,35182.2784808333,21131.9148933333,16486.7469883333
2017-01-10 14:00:00,34147.3417716667,21106.9908808333,16768.6746991667
2017-01-10 16:00:00,36224.8101250000,22051.0638300000,18907.4698791667
2017-01-10 18:00:00,44014.6835441667,26672.9483275000,25602.4096383333
2017-01-10 20:00:00,42101.7721500000,25714.8936175000,24893.0120491667
2017-01-10 22:00:00,34892.6582283333,21444.9848016667,21108.4337341667
2017-01-11 00:00:00,26250.6329116667,15905.4711225000,16290.1204800000
2017-01-11 02:00:00,22724.0506316667,13355.9270508333,13996.6265050000
2017-01-11 04:00:00,22390.8860775000,13221.8844975000,13806.7469883333
2017-01-11 06:00:00,22788.3544300000,13346.5045600000,12754.2168666667
2017-01-11 08:00:00,25041.0126583333,14988.4498483333,11715.1807241667
2017-01-11 10:00:00,31886.5822783333,19463.2218850000,15675.1807241667
2017-01-11 12:00:00,33899.7468350000,20530.0911841667,16981.6867475000
2017-01-11 14:00:00,32820.7594933333,20076.5957458333,16505.0602408333
2017-01-11 16:00:00,34151.3924066667,20667.7811541667,18355.1807225000
2017-01-11 18:00:00,43414.6835441667,25602.7355616667,25246.7469875000
2017-01-11 20:00:00,42190.3797466667,25544.3768983333,25073.2530108333
2017-01-11 22:00:00,35134.6835450000,21906.0790266667,21291.0843375000
2017-01-12 00:00:00,26059.2405058333,16456.5349550000,16228.4337350000
2017-01-12 02:00:00,22700.2531650000,13986.3221891667,14360.9638575000
2017-01-12 04:00:00,22161.0126583333,14010.6382983333,14424.5783133333
2017-01-12 06:00:00,24840.5063291667,15803.0395125000,14043.3734941667
2017-01-12 08:00:00,28134.6835458333,17597.5683875000,12745.0602400000
2017-01-12 10:00:00,34064.8101266667,21292.4012158333,14658.7951800000
2017-01-12 12:00:00,35842.0253166667,21442.2492383333,16411.5662650000
2017-01-12 14:00:00,34099.7468366667,21098.4802425000,16388.9156616667
2017-01-12 16:00:00,35290.6329108333,21720.3647400000,18530.6024091667
2017-01-12 18:00:00,44075.9493658333,26692.0972641667,25506.0240975000
2017-01-12 20:00:00,42515.9493683333,26215.5015175000,25294.9397591667
2017-01-12 22:00:00,35126.5822791667,21731.6109425000,21495.4216883333
2017-01-13 00:00:00,26068.3544300000,16075.3799391667,16422.1686750000
2017-01-13 02:00:00,22839.4936708333,13719.4528866667,14262.6506033333
2017-01-13 04:00:00,22581.2658233333,13736.4741633333,13944.0963866667
2017-01-13 06:00:00,25143.7974683333,15596.0486316667,13580.2409641667
2017-01-13 08:00:00,27202.0253166667,17713.6778116667,11679.5180725000
2017-01-13 10:00:00,32637.9746833333,21607.9027350000,13749.3975900000
2017-01-13 12:00:00,33509.3670883333,20937.9939216667,16274.6987941667
2017-01-13 14:00:00,32974.1772150000,20503.9513675000,15682.8915683333
2017-01-13 16:00:00,34989.8734166667,21337.9939208333,17817.3493966667
2017-01-13 18:00:00,43420.2531650000,26110.3343458333,24973.9759033333
2017-01-13 20:00:00,41603.5443041667,25393.9209725000,24827.4698791667
2017-01-13 22:00:00,34742.7848108333,21454.4072933333,21405.7831316667
2017-01-14 00:00:00,26203.0379750000,16108.8145908333,16250.1204825000
2017-01-14 02:00:00,22435.4430366667,13577.8115500000,14112.7710833333
2017-01-14 04:00:00,22304.8101266667,13290.2735575000,13978.7951808333
2017-01-14 06:00:00,23958.4810133333,13983.2826750000,13375.9036141667
2017-01-14 08:00:00,26511.3924058333,15774.1641333333,12688.6747008333
2017-01-14 10:00:00,32997.4683558333,19911.5501516667,15835.1807233333
2017-01-14 12:00:00,34402.5316466667,20685.7142875000,17259.7590358333
2017-01-14 14:00:00,32259.2405058333,20080.5471125000,17102.6506016667
2017-01-14 16:00:00,33717.4683550000,20538.6018233333,18784.0963850000
2017-01-14 18:00:00,42182.7848091667,25554.1033425000,25778.3132525000
2017-01-14 20:00:00,40607.0886066667,24731.6109416667,25310.3614441667
2017-01-14 22:00:00,32436.4556958333,21227.0516725000,22117.1084341667
2017-01-15 00:00:00,22475.4430375000,18403.6474158333,16759.5180741667
2017-01-15 02:00:00,16846.0759483333,17431.6109433333,14258.3132541667
2017-01-15 04:00:00,16098.7341783333,16781.1550150000,13972.0481925000
2017-01-15 06:00:00,15812.6582275000,17072.0364741667,13217.3493975000
2017-01-15 08:00:00,16862.2784816667,17433.1306991667,12323.8554216667
2017-01-15 10:00:00,23554.9367091667,22062.0060791667,15769.1566258333
2017-01-15 12:00:00,30297.2151891667,19418.5410341667,17347.4698800000
2017-01-15 14:00:00,30724.0506350000,18015.1975675000,17300.7228908333
2017-01-15 16:00:00,31516.9620258333,18322.4924008333,18663.6144591667
2017-01-15 18:00:00,41261.7721508333,24246.5045591667,25341.2048191667
2017-01-15 20:00:00,41290.6329116667,24914.5896650000,25193.7349383333
2017-01-15 22:00:00,34517.4683550000,21490.5775066667,21293.4939758333
2017-01-16 00:00:00,23186.3291133333,15779.0273558333,16292.0481933333
2017-01-16 02:00:00,19132.6582275000,13475.3799400000,14419.2771091667
2017-01-16 04:00:00,20904.3037975000,13529.1793333333,14394.6987958333
2017-01-16 06:00:00,23917.4683550000,15585.1063833333,14088.1927700000
2017-01-16 08:00:00,26946.3291133333,17530.0911858333,12549.3975916667
2017-01-16 10:00:00,32813.6708858333,20870.2127666667,15248.1927708333
2017-01-16 12:00:00,34964.0506350000,21686.6261408333,16413.4939758333
2017-01-16 14:00:00,33114.9367100000,21391.1854100000,16662.6506016667
2017-01-16 16:00:00,34120.5063291667,21824.6200600000,18434.6987950000
2017-01-16 18:00:00,43533.1645566667,26774.1641333333,25244.8192766667
2017-01-16 20:00:00,40626.8354450000,26347.7203641667,25091.5662641667
2017-01-16 22:00:00,33786.8354416667,21857.1428566667,21232.2891566667
2017-01-17 00:00:00,25546.3291150000,15852.5835875000,16023.1325300000
2017-01-17 02:00:00,22406.5822775000,13660.4863225000,14370.6024091667
2017-01-17 04:00:00,22205.5696200000,13640.4255325000,14088.6746991667
2017-01-17 06:00:00,25160.5063300000,15486.0182358333,13786.0240958333
2017-01-17 08:00:00,27942.2784825000,16872.9483275000,12771.0843375000
2017-01-17 10:00:00,33542.2784800000,18448.9361708333,16742.1686750000
2017-01-17 12:00:00,35462.2784825000,19232.2188466667,18063.1325308333
2017-01-17 14:00:00,33558.4810133333,19779.0273550000,17701.2048166667
2017-01-17 16:00:00,34671.3924066667,21724.6200608333,18301.2048191667
2017-01-17 18:00:00,44267.8481008333,27032.2188441667,25785.0602425000
2017-01-17 20:00:00,42847.5949366667,26601.8237066667,25375.4216866667
2017-01-17 22:00:00,34368.6075950000,21835.2583591667,21252.0481925000
2017-01-18 00:00:00,25511.8987341667,16131.3069908333,16165.3012050000
2017-01-18 02:00:00,22556.4556958333,13924.9240133333,13934.4578308333
2017-01-18 04:00:00,22395.9493675000,13750.4559266667,13731.5662666667
2017-01-18 06:00:00,25206.0759483333,15747.1124641667,13645.3012050000
2017-01-18 08:00:00,28691.6455700000,18370.8206691667,13472.7710841667
2017-01-18 10:00:00,35432.9113916667,22283.8905766667,17297.3493958333
2017-01-18 12:00:00,37817.7215183333,23881.1550166667,19079.5180733333
2017-01-18 14:00:00,37776.7088591667,24250.7598775000,19150.8433725000
2017-01-18 16:00:00,38020.2531650000,25503.6474158333,21625.5421683333
2017-01-18 18:00:00,44867.8481008333,29506.6869300000,27469.3975908333
2017-01-18 20:00:00,42122.5316450000,27985.1063816667,25973.4939766667
2017-01-18 22:00:00,33926.0759483333,22771.4285725000,21336.3855425000
2017-01-19 00:00:00,24913.4177216667,16778.4194533333,16168.6746983333
2017-01-19 02:00:00,21762.5316441667,14164.4376883333,14427.9518066667
2017-01-19 04:00:00,21371.1392408333,14056.2310033333,14268.4337358333
2017-01-19 06:00:00,23966.0759491667,15870.2127666667,13849.1566258333
2017-01-19 08:00:00,26993.4177216667,17986.0182375000,12876.6265058333
2017-01-19 10:00:00,33087.0886066667,21341.3373850000,16178.3132533333
2017-01-19 12:00:00,35170.1265825000,22973.8601825000,17884.3373491667
2017-01-19 14:00:00,35311.3924041667,23058.9665658333,18001.4457825000
2017-01-19 16:00:00,37672.9113925000,23779.9392108333,19431.8072300000
2017-01-19 18:00:00,45610.6329108333,28873.5562316667,26666.9879516667
2017-01-19 20:00:00,44005.0632908333,28475.0759883333,26472.2891566667
2017-01-19 22:00:00,35818.7341775000,23513.3738616667,22653.0120491667
2017-01-20 00:00:00,26148.3544316667,16893.0091183333,16608.1927716667
2017-01-20 02:00:00,22403.0379741667,14108.8145891667,14275.6626516667
2017-01-20 04:00:00,22008.1012658333,14041.3373858333,13987.9518083333
2017-01-20 06:00:00,24087.5949375000,15882.0668700000,13359.5180700000
2017-01-20 08:00:00,27030.3797466667,17958.9665658333,12558.0722891667
2017-01-20 10:00:00,33401.5189883333,21820.0607908333,15520.9638558333
2017-01-20 12:00:00,35143.2911408333,22541.3373866667,16348.9156633333
2017-01-20 14:00:00,34608.1012658333,22279.3313075000,16229.8795183333
2017-01-20 16:00:00,32998.9873416667,22660.1823716667,17909.3975908333
2017-01-20 18:00:00,43225.8227850000,27813.6778108333,25684.3373491667
2017-01-20 20:00:00,43216.7088600000,27610.6382983333,26211.5662666667
2017-01-20 22:00:00,37126.0759500000,24039.2097266667,22884.3373491667
2017-01-21 00:00:00,26872.4050641667,17319.1489366667,17375.9036133333
2017-01-21 02:00:00,22822.7848091667,14280.8510633333,15106.5060250000
2017-01-21 04:00:00,22273.4177216667,13946.2006075000,14679.5180725000
2017-01-21 06:00:00,23519.9999991667,14461.7021275000,13600.0000000000
2017-01-21 08:00:00,26477.9746841667,16740.7294833333,12758.0722908333
2017-01-21 10:00:00,33492.1518991667,20860.1823700000,16303.6144583333
2017-01-21 12:00:00,35238.4810133333,21899.6960491667,17543.6144583333
2017-01-21 14:00:00,33963.0379750000,21520.6686941667,17727.2289141667
2017-01-21 16:00:00,34376.2025316667,21495.7446800000,18996.6265050000
2017-01-21 18:00:00,44267.8481008333,27655.3191491667,26587.9518083333
2017-01-21 20:00:00,43218.2278483333,27046.2006083333,26305.0602408333
2017-01-21 22:00:00,36613.6708858333,23359.8784191667,23169.1566266667
2017-01-22 00:00:00,26660.7594933333,17054.4072941667,17478.5542175000
2017-01-22 02:00:00,21991.3924050000,13741.6413375000,14835.1807241667
2017-01-22 04:00:00,21135.6962016667,12971.1246200000,14239.0361433333
2017-01-22 06:00:00,21784.3037975000,11764.4376900833,13105.5421675000
2017-01-22 08:00:00,24205.0632908333,11306.6869313333,12308.9156633333
2017-01-22 10:00:00,32153.4177208333,14399.0881466667,15648.1927700000
2017-01-22 12:00:00,35719.9999991667,14969.6048641667,17142.1686750000
2017-01-22 14:00:00,34680.5063300000,15193.6170208333,17264.0963850000
2017-01-22 16:00:00,33411.6455691667,16256.2310025000,18385.0602408333
2017-01-22 18:00:00,41556.9620250000,24986.3221866667,26119.5180716667
2017-01-22 20:00:00,42269.3670875000,26059.5744683333,25795.1807233333
2017-01-22 22:00:00,35491.1392408333,22432.5227958333,21869.3975900000
2017-01-23 00:00:00,26077.4683533333,16134.3465050000,16279.0361458333
2017-01-23 02:00:00,22576.2025325000,13564.7416425000,14415.9036150000
2017-01-23 04:00:00,22358.4810125000,13573.5562333333,14242.8915675000
2017-01-23 06:00:00,24504.8101250000,14987.8419458333,13555.1807233333
2017-01-23 08:00:00,27531.6455700000,17330.3951375000,12564.8192783333
2017-01-23 10:00:00,34109.8734158333,19652.5835866667,16974.9397583333
2017-01-23 12:00:00,36912.9113908333,20564.1337383333,18679.9999991667
2017-01-23 14:00:00,35616.7088600000,21732.8267483333,16873.2530108333
2017-01-23 16:00:00,36251.6455700000,22124.0121583333,18644.3373491667
2017-01-23 18:00:00,44687.0886075000,27296.6565358333,26230.3614458333
2017-01-23 20:00:00,43594.4303791667,26900.9118525000,26295.9036141667
2017-01-23 22:00:00,35843.5443033333,22564.4376891667,22189.8795191667
2017-01-24 00:00:00,26258.2278475000,16507.9027350000,16751.3253016667
2017-01-24 02:00:00,22571.1392408333,14027.0516725000,14712.7710850000
2017-01-24 04:00:00,22561.5189866667,13817.9331316667,14580.7228925000
2017-01-24 06:00:00,23986.3291150000,15150.4559283333,13836.1445791667
2017-01-24 08:00:00,27388.8607600000,17222.4924008333,12786.9879533333
2017-01-24 10:00:00,30937.7215175000,19247.4164125000,17051.5662650000
2017-01-24 12:00:00,32407.0886075000,20299.3920975000,18452.5301208333
2017-01-24 14:00:00,33841.0126591667,21695.7446800000,16938.3132541667
2017-01-24 16:00:00,35033.9240508333,21531.6109416667,18080.9638541667
2017-01-24 18:00:00,44187.3417725000,26862.0060783333,25524.8192775000
2017-01-24 20:00:00,43514.9367091667,26667.7811558333,25315.1807225000
2017-01-24 22:00:00,36310.8860766667,22790.2735558333,21911.3253008333
2017-01-25 00:00:00,26212.6582266667,16574.4680858333,16839.5180725000
2017-01-25 02:00:00,22695.1898733333,13881.1550141667,14648.6746991667
2017-01-25 04:00:00,22714.9367091667,13934.0425525000,14395.1807225000
2017-01-25 06:00:00,24366.0759500000,15205.4711250000,13522.4096375000
2017-01-25 08:00:00,27547.8481016667,17095.4407316667,12579.7590358333
2017-01-25 10:00:00,34072.4050650000,21073.8601825000,15473.2530125000
2017-01-25 12:00:00,36093.6708850000,22076.5957433333,16880.4819275000
2017-01-25 14:00:00,34968.6075950000,21670.5167166667,16788.9156633333
2017-01-25 16:00:00,34936.7088616667,21745.2887525000,17987.4698791667
2017-01-25 18:00:00,44368.6075966667,27421.5805466667,25527.2289158333
2017-01-25 20:00:00,43516.4556950000,27056.2310025000,25414.4578308333
2017-01-25 22:00:00,36150.8860758333,22965.0455908333,21850.1204816667
2017-01-26 00:00:00,26538.2278483333,16920.6686925000,16572.0481925000
2017-01-26 02:00:00,22841.0126575000,14261.0942258333,14533.4939766667
2017-01-26 04:00:00,22748.8607591667,14294.8328283333,14147.9518075000
2017-01-26 06:00:00,24446.0759491667,15168.6930083333,13096.8674700000
2017-01-26 08:00:00,27572.6582283333,16816.7173250000,12882.8915675000
2017-01-26 10:00:00,34540.7594933333,19513.9817641667,17315.1807225000
2017-01-26 12:00:00,36135.1898741667,21478.7234041667,17952.7710833333
2017-01-26 14:00:00,35295.1898741667,22065.6534958333,16850.1204808333
2017-01-26 16:00:00,36987.3417725000,22892.0972650000,18721.9277100000
2017-01-26 18:00:00,45390.3797466667,27353.4954400000,26335.4216875000
2017-01-26 20:00:00,43728.1012666667,27106.3829783333,26132.5301208333
2017-01-26 22:00:00,36111.8987350000,22925.2279633333,22193.2530116667
2017-01-27 00:00:00,26744.3037975000,16860.7902741667,16526.7469875000
2017-01-27 02:00:00,22582.7848083333,14387.2340416667,14690.6024091667
2017-01-27 04:00:00,22375.6962033333,14293.9209716667,14262.1686758333
2017-01-27 06:00:00,23392.4050616667,15015.1975683333,13510.3614458333
2017-01-27 08:00:00,27253.1645558333,17755.6230991667,12769.6385550000
2017-01-27 10:00:00,34427.3417708333,21655.9270516667,15751.3253008333
2017-01-27 12:00:00,35267.8481008333,22014.8936175000,17315.1807233333
2017-01-27 14:00:00,35295.6962008333,22014.8936166667,16551.8072291667
2017-01-27 16:00:00,36946.3291133333,22235.5623091667,17875.6626508333
2017-01-27 18:00:00,44237.9746833333,26944.0729483333,25414.9397583333
2017-01-27 20:00:00,42859.2405066667,26351.0638300000,25650.1204841667
2017-01-27 22:00:00,36178.2278475000,22771.1246208333,22369.6385533333
2017-01-28 00:00:00,26862.2784800000,17096.6565358333,16992.2891575000
2017-01-28 02:00:00,22984.3037966667,14029.1793316667,14676.1445791667
2017-01-28 04:00:00,22684.5569591667,13795.4407291667,14110.8433741667
2017-01-28 06:00:00,22381.7721525000,14010.9422483333,13248.6746975000
2017-01-28 08:00:00,25902.2784816667,15960.7902725000,12391.3253016667
2017-01-28 10:00:00,32785.3164566667,20095.1367783333,15885.3012058333
2017-01-28 12:00:00,34962.0253166667,21057.1428566667,17473.7349400000
2017-01-28 14:00:00,33476.9620250000,20310.6382991667,17098.7951800000
2017-01-28 16:00:00,32947.8481008333,20060.7902733333,17651.0843366667
2017-01-28 18:00:00,42745.8227841667,25407.2948333333,25488.1927708333
2017-01-28 20:00:00,41726.5822791667,25102.7355633333,25588.4337341667
2017-01-28 22:00:00,36118.9873433333,21974.4680841667,22909.8795183333
2017-01-29 00:00:00,26822.2784808333,16296.9604866667,17650.6024100000
2017-01-29 02:00:00,22072.4050641667,13073.2522791667,14958.5542175000
2017-01-29 04:00:00,21636.9620266667,12549.8480250000,14352.7710850000
2017-01-29 06:00:00,21194.4303800000,11841.9452891667,12973.4939758333
2017-01-29 08:00:00,22338.7341783333,12341.6413366667,12099.7590358333
2017-01-29 10:00:00,29177.7215200000,16297.8723400000,15519.0361450000
2017-01-29 12:00:00,31966.5822791667,17577.8115500000,16884.8192766667
2017-01-29 14:00:00,30922.5316458333,17168.3890583333,16448.6746966667
2017-01-29 16:00:00,29784.8101258333,16861.0942241667,17323.8554225000
2017-01-29 18:00:00,39142.2784808333,22732.8267475000,24651.5662625000
2017-01-29 20:00:00,40177.7215191667,23566.2613983333,24853.9759033333
2017-01-29 22:00:00,35890.6329108333,21750.7598783333,22339.2771083333
2017-01-30 00:00:00,26790.8860758333,16064.1337391667,16782.1686741667
2017-01-30 02:00:00,22548.8607600000,13376.8996958333,14688.1927708333
2017-01-30 04:00:00,22227.8481025000,13248.3282683333,14501.6867475000
2017-01-30 06:00:00,22450.6329108333,13692.7051666667,12938.7951825000
2017-01-30 08:00:00,26105.8227841667,16088.1458966667,12126.2650591667
2017-01-30 10:00:00,33159.9999991667,19725.2279650000,15450.6024083333
2017-01-30 12:00:00,35118.9873408333,20820.3647408333,17154.6987950000
2017-01-30 14:00:00,34242.5316450000,20547.7203666667,16699.2771075000
2017-01-30 16:00:00,34015.1898733333,20211.5501525000,17556.6265066667
2017-01-30 18:00:00,43026.3291141667,25614.5896658333,25304.5783116667
2017-01-30 20:00:00,42463.7974700000,25614.8936166667,25534.9397591667
2017-01-30 22:00:00,36137.2151900000,22190.8814591667,22198.0722883333
2017-01-31 00:00:00,26869.3670900000,16490.2735575000,16764.3373491667
2017-01-31 02:00:00,23112.9113925000,13906.0790283333,14679.5180716667
2017-01-31 04:00:00,22483.0379741667,13762.3100300000,14331.5662658333
2017-01-31 06:00:00,23541.7721508333,14160.1823700000,13171.0843375000
2017-01-31 08:00:00,26991.8987341667,16403.3434658333,12801.4457841667
2017-01-31 10:00:00,33196.4556958333,20110.6382975000,15951.3253008333
2017-01-31 12:00:00,34937.2151900000,21243.7689983333,17067.4698800000
2017-01-31 14:00:00,33600.5063291667,20913.0699075000,16721.9277116667
2017-01-31 16:00:00,33646.0759491667,20358.9665650000,18022.1686733333
2017-01-31 18:00:00,42850.6329108333,25408.8145908333,25533.0120475000
2017-01-31 20:00:00,42292.1519000000,25344.6808508333,25765.7831333333
2017-01-31 22:00:00,35605.5696191667,22047.1124608333,22334.4578308333
2017-02-01 00:00:00,26730.5084741667,16351.9756825000,16926.8743725000
2017-02-01 02:00:00,22855.4237283333,13596.0486333333,14681.7286433333
2017-02-01 04:00:00,22528.4745758333,13426.4437675000,14562.0904525000
2017-02-01 06:00:00,22599.6610166667,13998.4802433333,13069.5075391667
2017-02-01 08:00:00,25308.8135583333,16451.0638291667,12515.2160800000
